427.58 26.662
38.179 139.204
113.216 -19.674
80.793 -0.737
168.867 -45.043
24.339 194.961
291.616 -16.767
53.059 54.082
284.854 -85.151
119.787 -96.488
358.881 92.067
479.87 27.114
154.306 -84.022
207.077 237.172
337.906 234.332
393.574 261.788
426.812 5.605
409.772 0.227
95.702 35.513
182.104 4.77
190.652 -110.737
134.446 107.362
238.088 -81.042
123.95 32.216
165.289 218.759
67.968 188.407
179.692 79.141
154.166 162.511
212.239 169.032
371.963 263.334
154.042 -46.999
123.555 150.778
192.932 20.614
154.55 149.07
76.317 29.809
352.885 43.599
417.108 -44.411
113.831 253.659
86.202 -107.61
336.788 -39.042
9.031 207.26
101.543 -37.31
241.931 38.295
348.878 101.515
454.26 103.724
45.129 197.04
0.0 0.0
0.0 -120.0
103.923 -60.0
103.923 60.0
0.0 120.0
207.846 -120.0
240.0 0.0
207.846 120.0
120.0 207.846
0.0 240.0
354.531 -62.513
354.531 62.514
311.769 180.0
231.403 275.776
463.644 -124.233
480.0 0.0
463.644 124.233
415.692 240.0
